Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID (Returns),Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Returned,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Office Supplies,Rochester,United States,EH-14125,Eugene Hildebrand,0,1,4/10/2017,CA-2017-134201,CA-2017-134201,Chuck Magee,14609,OFF-AR-10002804,Faber Castell Col-Erase Pencils,$6,3,East,East,Yes,6062,14.67,Home Office,4/16/2017,Standard Class,New York,Art
Office Supplies,Rochester,United States,EH-14125,Eugene Hildebrand,0,1,4/10/2017,CA-2017-134201,CA-2017-134201,Chuck Magee,14609,OFF-AR-10002804,Faber Castell Col-Erase Pencils,$6,3,East,East,Yes,6062,14.67,Home Office,4/16/2017,Standard Class,New York,Art
Office Supplies,Bartlett,United States,AH-10465,Amy Hunt,0.2,1,1/17/2017,CA-2017-151547,CA-2017-151547,Cassandra Brandow,38134,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$10,8,South,South,Yes,6067,88.96,Consumer,1/23/2017,Standard Class,Tennessee,Supplies
Furniture,Costa Mesa,United States,EH-13945,Eric Hoffmann,0,1,12/14/2017,CA-2017-114048,CA-2017-114048,Anna Andreadi,92627,FUR-FU-10004351,Staple-based wall hangings,$13,3,West,West,Yes,6088,29.22,Consumer,12/18/2017,Standard Class,California,Furnishings
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,$18,3,East,East,Yes,6091,272.646,Consumer,9/26/2019,Standard Class,New York,Chairs
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$96,2,East,East,Yes,6092,212.8,Consumer,9/26/2019,Standard Class,New York,Accessories
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$18,9,East,East,Yes,6093,38.52,Consumer,9/26/2019,Standard Class,New York,Paper
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Technology,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,East,East,Yes,6094,72.64,Consumer,9/26/2019,Standard Class,New York,Accessories
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$13,4,East,East,Yes,6095,45.4,Consumer,9/26/2019,Standard Class,New York,Storage
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Office Supplies,New York City,United States,SV-20365,Seth Vernon,0,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$6,2,East,East,Yes,6096,13.76,Consumer,9/26/2019,Standard Class,New York,Paper
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,1,9/20/2019,CA-2019-100111,CA-2019-100111,Chuck Magee,10035,FUR-CH-10003061,"Global Leather Task Chair, Black",$8,1,East,East,Yes,6097,80.991,Consumer,9/26/2019,Standard Class,New York,Chairs
