Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Office Supplies,Bakersfield,United States,PN-18775,Parhena Norris,0.2,1,8/7/2017,CA-2017-141936,Anna Andreadi,93309,OFF-BI-10002194,Cardinal Hold-It CD Pocket,$6,3,West,West,5100,19.152,Home Office,8/12/2017,Standard Class,California,Binders
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,0.2,1,3/17/2016,CA-2016-158442,Kelly Williams,75217,OFF-AR-10003732,Newell 333,$0,2,Central,Central,5101,4.448,Consumer,3/17/2016,Same Day,Texas,Art
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,0.2,1,3/17/2016,CA-2016-158442,Kelly Williams,75217,OFF-PA-10002195,Xerox 1966,$2,1,Central,Central,5102,5.184,Consumer,3/17/2016,Same Day,Texas,Paper
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,0.2,1,3/17/2016,CA-2016-158442,Kelly Williams,75217,OFF-PA-10002365,Xerox 1967,$5,3,Central,Central,5103,15.552,Consumer,3/17/2016,Same Day,Texas,Paper
Office Supplies,Philadelphia,United States,GM-14500,Gene McClure,0.2,1,3/26/2017,CA-2017-167374,Chuck Magee,19140,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,$13,6,East,East,5104,40.032,Consumer,3/30/2017,Second Class,Pennsylvania,Paper
Technology,Philadelphia,United States,GM-14500,Gene McClure,0.2,1,3/26/2017,CA-2017-167374,Chuck Magee,19140,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",$5,3,East,East,5105,16.776,Consumer,3/30/2017,Second Class,Pennsylvania,Accessories
Furniture,Deltona,United States,BM-11785,Bryan Mills,0.2,1,12/14/2016,CA-2016-116568,Cassandra Brandow,32725,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$14,4,South,South,5106,186.304,Consumer,12/20/2016,Standard Class,Florida,Chairs
Technology,Columbus,United States,NH-18610,Nicole Hansen,0,1,9/19/2017,CA-2017-147102,Cassandra Brandow,31907,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,$23,4,South,South,5107,66.36,Corporate,9/26/2017,Standard Class,Georgia,Accessories
Office Supplies,Nashville,United States,PN-18775,Parhena Norris,0.2,1,4/25/2019,CA-2019-132213,Cassandra Brandow,37211,OFF-AR-10004078,Newell 312,$5,9,South,South,5108,42.048,Home Office,4/26/2019,First Class,Tennessee,Art
Office Supplies,Nashville,United States,PN-18775,Parhena Norris,0.2,1,4/25/2019,CA-2019-132213,Cassandra Brandow,37211,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$7,5,South,South,5109,67.92,Home Office,4/26/2019,First Class,Tennessee,Art
Office Supplies,Philadelphia,United States,EH-13765,Edward Hooks,0.2,1,10/18/2016,CA-2016-138450,Chuck Magee,19134,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",$20,6,East,East,5110,52.512,Corporate,10/22/2016,Standard Class,Pennsylvania,Envelopes
Office Supplies,Philadelphia,United States,EH-13765,Edward Hooks,0.2,1,10/18/2016,CA-2016-138450,Chuck Magee,19134,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",-$35,6,East,East,5111,186.912,Corporate,10/22/2016,Standard Class,Pennsylvania,Storage
Office Supplies,Philadelphia,United States,EH-13765,Edward Hooks,0.2,1,10/18/2016,CA-2016-138450,Chuck Magee,19134,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",$3,4,East,East,5112,10.048,Corporate,10/22/2016,Standard Class,Pennsylvania,Paper
Furniture,Chicago,United States,HA-14905,Helen Abelman,0.6,1,11/13/2017,CA-2017-153073,Kelly Williams,60610,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",-$7,9,Central,Central,5113,17.496,Consumer,11/13/2017,Same Day,Illinois,Furnishings
Office Supplies,Dallas,United States,AB-10150,Aimee Bixby,0.2,1,1/31/2018,CA-2018-147970,Kelly Williams,75220,OFF-PA-10003936,Xerox 1994,$5,3,Central,Central,5114,15.552,Consumer,2/2/2018,Second Class,Texas,Paper
Office Supplies,Carlsbad,United States,MS-17365,Maribeth Schnelling,0.2,1,11/17/2018,CA-2018-150658,Anna Andreadi,88220,OFF-BI-10004140,Avery Non-Stick Binders,$3,3,West,West,5115,10.776,Consumer,11/22/2018,Standard Class,New Mexico,Binders
Office Supplies,Philadelphia,United States,DD-13570,Dorothy Dickinson,0.2,1,7/25/2019,CA-2019-125640,Chuck Magee,19134,OFF-LA-10004178,Avery 491,$1,1,East,East,5116,3.304,Consumer,7/29/2019,Standard Class,Pennsylvania,Labels
Office Supplies,New York City,United States,MT-17815,Meg Tillman,0,1,11/11/2019,CA-2019-154137,Chuck Magee,10009,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,$0,1,East,East,5117,35.48,Consumer,11/17/2019,Standard Class,New York,Storage
Office Supplies,Oceanside,United States,GM-14500,Gene McClure,0,1,9/26/2017,CA-2017-127173,Chuck Magee,11572,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$16,3,East,East,5118,34.44,Consumer,10/3/2017,Standard Class,New York,Fasteners
Technology,Oceanside,United States,GM-14500,Gene McClure,0,1,9/26/2017,CA-2017-127173,Chuck Magee,11572,TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,$296,7,East,East,5119,629.93,Consumer,10/3/2017,Standard Class,New York,Machines
Office Supplies,Oceanside,United States,GM-14500,Gene McClure,0.2,1,9/26/2017,CA-2017-127173,Chuck Magee,11572,OFF-BI-10000088,GBC Imprintable Covers,$29,9,East,East,5120,79.056,Consumer,10/3/2017,Standard Class,New York,Binders
Office Supplies,Lafayette,United States,KB-16585,Ken Black,0,1,4/4/2016,CA-2016-149538,Cassandra Brandow,70506,OFF-ST-10004180,Safco Commercial Shelving,$9,5,South,South,5121,232.55,Corporate,4/8/2016,Standard Class,Louisiana,Storage
Technology,Lafayette,United States,KB-16585,Ken Black,0,1,4/4/2016,CA-2016-149538,Cassandra Brandow,70506,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,$43,2,South,South,5122,99.98,Corporate,4/8/2016,Standard Class,Louisiana,Accessories
Office Supplies,Lafayette,United States,KB-16585,Ken Black,0,1,4/4/2016,CA-2016-149538,Cassandra Brandow,70506,OFF-PA-10003797,Xerox 209,$9,3,South,South,5123,19.44,Corporate,4/8/2016,Standard Class,Louisiana,Paper
Office Supplies,Lafayette,United States,KB-16585,Ken Black,0,1,4/4/2016,CA-2016-149538,Cassandra Brandow,70506,OFF-PA-10002195,Xerox 1966,$6,2,South,South,5124,12.96,Corporate,4/8/2016,Standard Class,Louisiana,Paper
Furniture,New York City,United States,DM-13015,Darrin Martin,0.4,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,FUR-TA-10001039,KI Adjustable-Height Table,-$108,9,East,East,5125,464.292,Consumer,9/14/2016,Same Day,New York,Tables
Office Supplies,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,OFF-EN-10001099,Staple envelope,$31,7,East,East,5126,68.46,Consumer,9/14/2016,Same Day,New York,Envelopes
Technology,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,"$1,372",4,East,East,5127,2799.96,Consumer,9/14/2016,Same Day,New York,Machines
Office Supplies,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$198,2,East,East,5128,601.3,Consumer,9/14/2016,Same Day,New York,Appliances
Technology,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,$4,1,East,East,5129,16.99,Consumer,9/14/2016,Same Day,New York,Phones
Technology,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,TEC-PH-10000526,Vtech CS6719,$81,3,East,East,5130,287.97,Consumer,9/14/2016,Same Day,New York,Phones
Office Supplies,New York City,United States,DM-13015,Darrin Martin,0,1,9/14/2016,CA-2016-160766,Chuck Magee,10009,OFF-PA-10000213,Xerox 198,$21,9,East,East,5131,44.82,Consumer,9/14/2016,Same Day,New York,Paper
Furniture,Anaheim,United States,BP-11185,Ben Peterman,0,1,12/29/2019,CA-2019-146626,Anna Andreadi,92804,FUR-FU-10002501,Nu-Dell Executive Frame,$37,8,West,West,5132,101.12,Corporate,1/5/2020,Standard Class,California,Furnishings
Technology,Deltona,United States,EP-13915,Emily Phan,0.2,1,6/21/2017,CA-2017-123330,Cassandra Brandow,32725,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,$38,3,South,South,5133,107.976,Consumer,6/27/2017,Standard Class,Florida,Phones
Office Supplies,New York City,United States,FG-14260,Frank Gastineau,0,1,11/26/2019,CA-2019-155607,Chuck Magee,10009,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$15,7,East,East,5134,58.73,Home Office,11/30/2019,Standard Class,New York,Appliances
Office Supplies,New York City,United States,FG-14260,Frank Gastineau,0.2,1,11/26/2019,CA-2019-155607,Chuck Magee,10009,OFF-BI-10003364,Binding Machine Supplies,$33,4,East,East,5135,93.344,Home Office,11/30/2019,Standard Class,New York,Binders
Office Supplies,Seattle,United States,AB-10255,Alejandro Ballentine,0,1,10/23/2018,CA-2018-151323,Anna Andreadi,98103,OFF-FA-10002983,Advantus SlideClip Paper Clips,$8,5,West,West,5136,17.05,Home Office,10/28/2018,Standard Class,Washington,Fasteners
Office Supplies,San Diego,United States,RD-19480,Rick Duston,0.2,1,12/14/2017,CA-2017-146696,Anna Andreadi,92105,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,$3,2,West,West,5137,8.096,Consumer,12/19/2017,Standard Class,California,Binders
Furniture,Oklahoma City,United States,TS-21430,Tom Stivers,0,1,11/13/2018,CA-2018-128972,Kelly Williams,73120,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",$13,4,Central,Central,5138,30.36,Corporate,11/17/2018,Standard Class,Oklahoma,Furnishings
Office Supplies,Mount Vernon,United States,JA-15970,Joseph Airdo,0,1,9/29/2019,CA-2019-128335,Chuck Magee,10550,OFF-EN-10001539,Staple envelope,$11,3,East,East,5139,23.34,Consumer,10/5/2019,Standard Class,New York,Envelopes
Office Supplies,Mount Vernon,United States,JA-15970,Joseph Airdo,0,1,9/29/2019,CA-2019-128335,Chuck Magee,10550,OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",$24,5,East,East,5140,51.55,Consumer,10/5/2019,Standard Class,New York,Paper
Technology,San Francisco,United States,SW-20455,Shaun Weien,0,1,11/8/2017,CA-2017-154886,Anna Andreadi,94109,TEC-AC-10001956,Microsoft Arc Touch Mouse,$43,2,West,West,5141,119.9,Consumer,11/12/2017,Standard Class,California,Accessories
Furniture,New York City,United States,FP-14320,Frank Preis,0.1,1,4/1/2018,CA-2018-111213,Chuck Magee,10009,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$293,6,East,East,5142,1317.492,Consumer,4/5/2018,Standard Class,New York,Chairs
Office Supplies,New York City,United States,FP-14320,Frank Preis,0,1,4/1/2018,CA-2018-111213,Chuck Magee,10009,OFF-SU-10000946,Staple remover,$19,8,East,East,5143,63.84,Consumer,4/5/2018,Standard Class,New York,Supplies
Office Supplies,New York City,United States,FP-14320,Frank Preis,0.2,1,4/1/2018,CA-2018-111213,Chuck Magee,10009,OFF-BI-10004140,Avery Non-Stick Binders,$1,1,East,East,5144,3.592,Consumer,4/5/2018,Standard Class,New York,Binders
Furniture,Los Angeles,United States,JL-15835,John Lee,0,1,2/2/2019,CA-2019-161333,Anna Andreadi,90045,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$29,2,West,West,5145,86.26,Consumer,2/7/2019,Standard Class,California,Furnishings
Office Supplies,Los Angeles,United States,JL-15835,John Lee,0,1,2/2/2019,CA-2019-161333,Anna Andreadi,90045,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$39,4,West,West,5146,139.04,Consumer,2/7/2019,Standard Class,California,Storage
Office Supplies,Los Angeles,United States,JL-15835,John Lee,0,1,2/2/2019,CA-2019-161333,Anna Andreadi,90045,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,$16,4,West,West,5147,46.8,Consumer,2/7/2019,Standard Class,California,Appliances
Furniture,Chandler,United States,JL-15175,James Lanier,0.2,1,12/24/2019,CA-2019-128734,Anna Andreadi,85224,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,$2,4,West,West,5148,8.544,Home Office,12/31/2019,Standard Class,Arizona,Furnishings
Furniture,Chandler,United States,JL-15175,James Lanier,0.2,1,12/24/2019,CA-2019-128734,Anna Andreadi,85224,FUR-CH-10001394,Global Leather Executive Chair,$105,3,West,West,5149,842.376,Home Office,12/31/2019,Standard Class,Arizona,Chairs
Technology,Long Beach,United States,JG-15160,James Galang,0,1,6/21/2016,CA-2016-141796,Chuck Magee,11561,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$352,3,East,East,5150,1214.85,Consumer,6/21/2016,Same Day,New York,Phones
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,0,1,3/6/2019,CA-2019-125101,Anna Andreadi,94109,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",$17,2,West,West,5151,67.78,Corporate,3/10/2019,Second Class,California,Storage
Office Supplies,Helena,United States,LS-17200,Luke Schmidt,0,1,9/25/2019,CA-2019-169929,Anna Andreadi,59601,OFF-ST-10002352,Iris Project Case,$10,5,West,West,5152,39.9,Corporate,9/28/2019,First Class,Montana,Storage
Office Supplies,New York City,United States,CS-11860,Cari Schnelling,0.2,1,6/30/2016,US-2016-121566,Chuck Magee,10011,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,$1,1,East,East,5153,2.688,Consumer,7/6/2016,Standard Class,New York,Binders
Office Supplies,New York City,United States,CS-11860,Cari Schnelling,0,1,6/30/2016,US-2016-121566,Chuck Magee,10011,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",$3,3,East,East,5154,6.6,Consumer,7/6/2016,Standard Class,New York,Art
Office Supplies,Kirkwood,United States,KW-16570,Kelly Williams,0,1,8/7/2017,US-2017-124219,Kelly Williams,63122,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",$13,4,Central,Central,5155,28.4,Consumer,8/8/2017,First Class,Missouri,Binders
Furniture,Kirkwood,United States,KW-16570,Kelly Williams,0,1,8/7/2017,US-2017-124219,Kelly Williams,63122,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",$34,3,Central,Central,5156,212.94,Consumer,8/8/2017,First Class,Missouri,Furnishings
Technology,Chicago,United States,GH-14410,Gary Hansen,0.2,1,6/30/2019,CA-2019-163006,Kelly Williams,60653,TEC-PH-10002584,Samsung Galaxy S4,$125,2,Central,Central,5157,1001.584,Home Office,7/4/2019,Second Class,Illinois,Phones
Furniture,Chicago,United States,GH-14410,Gary Hansen,0.3,1,6/30/2019,CA-2019-163006,Kelly Williams,60653,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,-$179,3,Central,Central,5158,569.058,Home Office,7/4/2019,Second Class,Illinois,Chairs
Furniture,Chicago,United States,GH-14410,Gary Hansen,0.6,1,6/30/2019,CA-2019-163006,Kelly Williams,60653,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",-$10,2,Central,Central,5159,14.224,Home Office,7/4/2019,Second Class,Illinois,Furnishings
Technology,Peoria,United States,AG-10495,Andrew Gjertsen,0.2,1,10/26/2017,CA-2017-156146,Anna Andreadi,85345,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$9,2,West,West,5160,105.584,Corporate,10/30/2017,Second Class,Arizona,Phones
Technology,Peoria,United States,AG-10495,Andrew Gjertsen,0.2,1,10/26/2017,CA-2017-156146,Anna Andreadi,85345,TEC-PH-10001527,Plantronics MX500i Earset,-$15,2,West,West,5161,68.72,Corporate,10/30/2017,Second Class,Arizona,Phones
Furniture,Seattle,United States,TS-21430,Tom Stivers,0,1,7/30/2016,CA-2016-111192,Anna Andreadi,98103,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",$260,8,West,West,5162,1367.84,Corporate,8/5/2016,Standard Class,Washington,Bookcases
Furniture,Taylor,United States,AJ-10945,Ashley Jarboe,0,1,11/18/2018,CA-2018-115378,Kelly Williams,48180,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,$33,2,Central,Central,5163,301.96,Consumer,11/23/2018,Second Class,Michigan,Chairs
Furniture,Pasadena,United States,SJ-20215,Sarah Jordon,0.2,1,7/6/2017,CA-2017-161627,Anna Andreadi,91104,FUR-CH-10003968,Novimex Turbo Task Chair,-$17,3,West,West,5164,170.352,Consumer,7/11/2017,Standard Class,California,Chairs
Office Supplies,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",$2,2,Central,Central,5165,3.9,Consumer,11/16/2016,Standard Class,Michigan,Art
Office Supplies,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,OFF-PA-10000130,Xerox 199,$6,3,Central,Central,5166,12.84,Consumer,11/16/2016,Standard Class,Michigan,Paper
Office Supplies,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$7,3,Central,Central,5167,15.84,Consumer,11/16/2016,Standard Class,Michigan,Paper
Furniture,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,$113,3,Central,Central,5168,563.94,Consumer,11/16/2016,Standard Class,Michigan,Chairs
Office Supplies,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,$12,3,Central,Central,5169,62.94,Consumer,11/16/2016,Standard Class,Michigan,Storage
Office Supplies,Midland,United States,SC-20020,Sam Craven,0,1,11/10/2016,CA-2016-121006,Kelly Williams,48640,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",$161,3,Central,Central,5170,535.41,Consumer,11/16/2016,Standard Class,Michigan,Storage
Furniture,Detroit,United States,LA-16780,Laura Armstrong,0,1,5/27/2018,CA-2018-122903,Kelly Williams,48205,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,$701,5,Central,Central,5171,3504.9,Corporate,5/29/2018,Second Class,Michigan,Chairs
Office Supplies,Detroit,United States,LA-16780,Laura Armstrong,0,1,5/27/2018,CA-2018-122903,Kelly Williams,48205,OFF-PA-10001790,Xerox 1910,$69,3,Central,Central,5172,144.12,Corporate,5/29/2018,Second Class,Michigan,Paper
Office Supplies,Detroit,United States,LA-16780,Laura Armstrong,0,1,5/27/2018,CA-2018-122903,Kelly Williams,48205,OFF-PA-10000994,Xerox 1915,$151,3,Central,Central,5173,314.55,Corporate,5/29/2018,Second Class,Michigan,Paper
Office Supplies,Pueblo,United States,FC-14335,Fred Chung,0.2,1,3/8/2017,CA-2017-107741,Anna Andreadi,81001,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$1,1,West,West,5174,3.408,Corporate,3/10/2017,First Class,Colorado,Art
Office Supplies,Waco,United States,CA-12265,Christina Anderson,0.8,1,10/19/2019,CA-2019-106432,Kelly Williams,76706,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",-$4,2,Central,Central,5175,2.072,Consumer,10/24/2019,Standard Class,Texas,Binders
Furniture,Waco,United States,CA-12265,Christina Anderson,0.32,1,10/19/2019,CA-2019-106432,Kelly Williams,76706,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,-$92,3,Central,Central,5176,328.3992,Consumer,10/24/2019,Standard Class,Texas,Bookcases
Office Supplies,San Francisco,United States,JH-15985,Joseph Holt,0.2,1,11/5/2018,CA-2018-148908,Anna Andreadi,94109,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,$20,2,West,West,5177,53.248,Consumer,11/8/2018,First Class,California,Binders
Office Supplies,New York City,United States,AJ-10795,Anthony Johnson,0.2,1,12/26/2018,CA-2018-123015,Chuck Magee,10024,OFF-BI-10004967,Round Ring Binders,$2,3,East,East,5178,4.992,Corporate,12/30/2018,Standard Class,New York,Binders
Furniture,Los Angeles,United States,BT-11395,Bill Tyler,0,1,4/13/2017,US-2017-120502,Anna Andreadi,90036,FUR-FU-10004973,Flat Face Poster Frame,$16,2,West,West,5179,37.68,Corporate,4/19/2017,Standard Class,California,Furnishings
Technology,Los Angeles,United States,BT-11395,Bill Tyler,0.2,1,4/13/2017,US-2017-120502,Anna Andreadi,90036,TEC-PH-10003645,Aastra 57i VoIP phone,$19,2,West,West,5180,258.576,Corporate,4/19/2017,Standard Class,California,Phones
Office Supplies,Los Angeles,United States,BT-11395,Bill Tyler,0,1,4/13/2017,US-2017-120502,Anna Andreadi,90036,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,$30,2,West,West,5181,75.84,Corporate,4/19/2017,Standard Class,California,Appliances
Office Supplies,Woonsocket,United States,DJ-13510,Don Jones,0,1,9/12/2019,CA-2019-108749,Chuck Magee,02895,OFF-PA-10003797,Xerox 209,$22,7,East,East,5182,45.36,Corporate,9/15/2019,First Class,Rhode Island,Paper
Office Supplies,Woonsocket,United States,DJ-13510,Don Jones,0,1,9/12/2019,CA-2019-108749,Chuck Magee,02895,OFF-BI-10003707,Aluminum Screw Posts,$23,3,East,East,5183,45.78,Corporate,9/15/2019,First Class,Rhode Island,Binders
Office Supplies,Columbus,United States,AG-10675,Anna Gayman,0,1,9/24/2019,CA-2019-163335,Cassandra Brandow,31907,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,$10,3,South,South,5184,40.29,Consumer,9/27/2019,First Class,Georgia,Storage
Office Supplies,Columbus,United States,AG-10675,Anna Gayman,0,1,9/24/2019,CA-2019-163335,Cassandra Brandow,31907,OFF-BI-10002827,Avery Durable Poly Binders,$18,7,South,South,5185,38.71,Consumer,9/27/2019,First Class,Georgia,Binders
Office Supplies,Jacksonville,United States,JD-15790,John Dryer,0.2,1,10/10/2017,CA-2017-134719,Cassandra Brandow,32216,OFF-ST-10004459,Tennsco Single-Tier Lockers,-$338,6,South,South,5186,1801.632,Consumer,10/15/2017,Standard Class,Florida,Storage
Technology,Philadelphia,United States,EH-14125,Eugene Hildebrand,0.4,1,11/27/2017,US-2017-154389,Chuck Magee,19140,TEC-PH-10002789,LG Exalt,-$162,8,East,East,5187,748.752,Home Office,12/3/2017,Standard Class,Pennsylvania,Phones
Technology,Columbus,United States,ZC-21910,Zuschuss Carroll,0,1,9/13/2017,CA-2017-115567,Kelly Williams,47201,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,$16,4,Central,Central,5188,199.96,Consumer,9/18/2017,Standard Class,Indiana,Accessories
Furniture,Columbus,United States,ZC-21910,Zuschuss Carroll,0,1,9/13/2017,CA-2017-115567,Kelly Williams,47201,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,$394,7,Central,Central,5189,1516.2,Consumer,9/18/2017,Standard Class,Indiana,Chairs
Technology,Pasadena,United States,XP-21865,Xylona Preis,0.2,1,11/14/2019,US-2019-136679,Kelly Williams,77506,TEC-AC-10004855,V7 USB Numeric Keypad,-$27,6,Central,Central,5190,167.952,Consumer,11/18/2019,Standard Class,Texas,Accessories
Office Supplies,Pasadena,United States,XP-21865,Xylona Preis,0.2,1,11/14/2019,US-2019-136679,Kelly Williams,77506,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$5,2,Central,Central,5191,45.04,Consumer,11/18/2019,Standard Class,Texas,Art
Office Supplies,San Francisco,United States,DK-12985,Darren Koutras,0,1,5/5/2019,US-2019-141943,Anna Andreadi,94122,OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",$12,2,West,West,5192,23.16,Consumer,5/9/2019,Standard Class,California,Envelopes
Furniture,Columbia,United States,CS-12250,Chris Selesnick,0,1,11/28/2016,CA-2016-101560,Cassandra Brandow,29203,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$44,5,South,South,5193,397.6,Corporate,12/1/2016,Second Class,South Carolina,Furnishings
Office Supplies,Columbia,United States,CS-12250,Chris Selesnick,0,1,11/28/2016,CA-2016-101560,Cassandra Brandow,29203,OFF-PA-10001363,Xerox 1933,$40,7,South,South,5194,85.96,Corporate,12/1/2016,Second Class,South Carolina,Paper
Office Supplies,Columbia,United States,CS-12250,Chris Selesnick,0,1,11/28/2016,CA-2016-101560,Cassandra Brandow,29203,OFF-AR-10004757,Crayola Colored Pencils,$4,4,South,South,5195,13.12,Corporate,12/1/2016,Second Class,South Carolina,Art
Office Supplies,Columbia,United States,CS-12250,Chris Selesnick,0,1,11/28/2016,CA-2016-101560,Cassandra Brandow,29203,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$22,3,South,South,5196,45.66,Corporate,12/1/2016,Second Class,South Carolina,Binders
Office Supplies,Kent,United States,AI-10855,Arianne Irving,0,1,5/10/2016,CA-2016-159709,Anna Andreadi,98031,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",$77,3,West,West,5197,158.13,Consumer,5/15/2016,Standard Class,Washington,Envelopes
Technology,Kent,United States,AI-10855,Arianne Irving,0.2,1,5/10/2016,CA-2016-159709,Anna Andreadi,98031,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$4,5,West,West,5198,43.6,Consumer,5/15/2016,Standard Class,Washington,Phones
Office Supplies,Round Rock,United States,AA-10315,Alex Avila,0.2,1,3/3/2018,CA-2018-103982,Kelly Williams,78664,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,-$786,3,Central,Central,5199,3930.072,Consumer,3/8/2018,Standard Class,Texas,Supplies
Office Supplies,Round Rock,United States,AA-10315,Alex Avila,0.2,1,3/3/2018,CA-2018-103982,Kelly Williams,78664,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",$1,1,Central,Central,5200,2.304,Consumer,3/8/2018,Standard Class,Texas,Fasteners
Technology,Round Rock,United States,AA-10315,Alex Avila,0.2,1,3/3/2018,CA-2018-103982,Kelly Williams,78664,TEC-PH-10000895,Polycom VVX 310 VoIP phone,$32,3,Central,Central,5201,431.976,Consumer,3/8/2018,Standard Class,Texas,Phones
